Timestamp,TP9,AF7,AF8,TP10
2023-12-07 15:02:45.302291,-0.7865222193348296,-0.2011431549162397,0.0215823362653066,-0.40129798402335
2023-12-07 15:02:45.302291,-2.7863938107720165,-0.5131538736746369,0.1258360754696187,-0.8389960967644964
2023-12-07 15:02:45.302291,-4.021453761742923,-0.684405989472877,0.1412493661862183,-0.9119080877073452
2023-12-07 15:02:45.303286,-4.001234134108733,-0.4380625128849931,0.1053154363687662,-1.437941625348357
2023-12-07 15:02:45.303286,-2.535836866520484,-0.3086132158387664,0.0642693551480429,-0.920467742388095
2023-12-07 15:02:45.304289,-0.3854113620207606,-0.5452397636192702,0.1614127545137978,0.3549916258070053
2023-12-07 15:02:45.305300,-0.3637991138339693,-0.3441663697303008,0.387345054360377,-0.6122935633370414
2023-12-07 15:02:45.306316,-3.857950418425392,-0.0495269693308493,0.5390492269633745,-1.7219360321131547
2023-12-07 15:02:45.307308,-5.679706347443723,-0.4057667624315131,0.6287235545858876,-1.373360682056885
2023-12-07 15:02:45.308310,-2.9821511421311127,-0.5657599032998917,0.6482578359409078,-1.2967389459205994
2023-12-07 15:02:45.308310,-1.3570743000248866,-0.1906528133610879,0.4155180897703014,-0.2020765989970519
2023-12-07 15:02:45.309328,-2.566330805697575,-0.2674134639694946,0.1951474654253487,-0.4326688260309867
2023-12-07 15:02:45.338224,-4.7734286729042825,-1.0901781307697906,0.2734629269762334,-3.260183372380916
2023-12-07 15:02:45.338224,-6.903511732302533,-1.585409805119745,0.3421702959542796,-3.5046683333532256
2023-12-07 15:02:45.339235,-4.691840958160719,-1.1537930785316493,0.554235241442261,-2.4397940978260806
2023-12-07 15:02:45.339235,-0.6784250492408989,-0.7773404490696042,0.9879143642338688,-1.8870260100023075
2023-12-07 15:02:45.340228,-1.255070785795692,-0.7916477312131148,0.8885537125713375,-0.9767442268745268
2023-12-07 15:02:45.341229,-4.4701422016425205,-0.7894036590124468,0.4611834484385696,-3.255368291606846
2023-12-07 15:02:45.341229,-6.820176703404915,-0.8491039579746555,0.550098536106903,-5.9424504231502855
2023-12-07 15:02:45.343227,-4.852606286337481,-0.6820612265775395,0.9373756696148018,-4.373072290057029
2023-12-07 15:02:45.343227,-0.0227765198546729,-0.3109725899130141,0.917267148717442,-1.0288763302267758
2023-12-07 15:02:45.347227,-0.2952454517306401,0.078328805702875,0.8288644664189826,0.6426182676275147
2023-12-07 15:02:45.347227,-4.368469265786526,0.2000126031206515,1.1542905720740573,-2.075546399624047
2023-12-07 15:02:45.348228,-6.999399702596,-0.5163198884247359,1.0494768540912682,-4.956992722184839
2023-12-07 15:02:45.401843,-6.88996643372938,-0.8920539858737715,1.0574562488367916,-4.089358733491036
2023-12-07 15:02:45.402370,-2.914027719763224,-0.3967842605773509,1.6173248039449324,-3.2553667621940057
2023-12-07 15:02:45.404391,-1.3045052178481904,-0.3266426440856529,0.9064741193136584,-1.4413736464246718
2023-12-07 15:02:45.404391,-6.521717088902723,-0.4718572628271361,0.0959709055800717,-1.5000705779145034
