Timestamp,TP9,AF7,AF8,TP10
2023-10-16 15:09:47.010991,793.8120125363023,797.0539781250837,786.8077803764293,797.2171766966982
2023-10-16 15:09:47.011227,778.0141241786432,793.686785221967,778.1944011675213,784.1969008284848
2023-10-16 15:09:47.011368,797.320092233289,797.7412116916169,782.2047100937222,799.9590266924399
2023-10-16 15:09:47.011589,788.7374096597159,796.075627847865,795.1646702163312,793.2899109353256
2023-10-16 15:09:47.011738,806.0764596501468,799.6455527647353,791.0715268903439,807.2696951729092
2023-10-16 15:09:47.012149,767.377221961694,791.4432004011467,774.9356339267601,775.4884665777142
2023-10-16 15:09:47.012277,786.0914518394069,795.349278722867,776.2292549022795,790.7079891618189
2023-10-16 15:09:47.012390,776.6663404125522,793.3729415590441,774.5968469095693,783.0204331047449
2023-10-16 15:09:47.012498,768.577679638504,791.701577739634,775.8604790969924,776.4840573912562
2023-10-16 15:09:47.012595,804.5063527184722,799.2890417196417,787.8611098701018,805.921652147106
2023-10-16 15:09:47.012696,776.1953381728622,793.4620315269249,794.7517046393093,783.1003661155605
2023-10-16 15:09:47.012829,776.2126465771786,793.4381237361121,791.7882770308064,783.046451385425
2023-10-16 15:09:47.043723,763.3113859990178,790.6633421178573,782.0630741483277,772.3517944255155
2023-10-16 15:09:47.044028,773.7510932116074,792.8242853156587,780.8395189928696,780.7973726296134
2023-10-16 15:09:47.044187,771.3635416302933,792.2002782555453,767.136572334529,778.5451943939694
2023-10-16 15:09:47.044328,763.3157216183051,790.71680151481,787.7247729481571,772.4851594394374
2023-10-16 15:09:47.044708,763.9353979335248,790.7364278883637,775.9487366802323,772.7180619534299
2023-10-16 15:09:47.045544,765.2824482147093,791.0667969498535,781.3429214987459,773.9351384117311
2023-10-16 15:09:47.046149,799.0255269875179,798.167971052251,789.9491634743719,801.520895792191
2023-10-16 15:09:47.046310,782.7108823147944,794.7617607696263,788.7159450952114,788.2504395036456
2023-10-16 15:09:47.048286,761.1342670924757,790.2695725914771,788.4454086308417,770.7310565548461
