Timestamp,TP9,AF7,AF8,TP10
2023-10-11 15:48:51.487200,791.3552856445312,810.6959838867188,803.040283203125,787.3259887695312,826.4102783203125
2023-10-11 15:48:51.489591,794.5787353515625,809.4871826171875,802.2344360351562,799.4139404296875,922.3076782226562
2023-10-11 15:48:51.497889,786.1171875,809.4871826171875,807.87548828125,782.087890625,567.3259887695312
2023-10-11 15:48:51.504184,793.7728881835938,811.098876953125,803.4432373046875,799.4139404296875,774.4322509765625
2023-10-11 15:48:51.505508,780.0732421875,811.098876953125,800.2197875976562,796.1904907226562,635.018310546875
2023-10-11 15:48:51.507662,774.029296875,807.4725341796875,798.6080322265625,797.3992919921875,778.8644409179688
2023-10-11 15:48:51.508740,787.3259887695312,804.2490844726562,796.5933837890625,791.3552856445312,983.9560546875
2023-10-11 15:48:51.510245,793.7728881835938,805.8607788085938,794.5787353515625,784.1025390625,966.2271118164062
2023-10-11 15:48:51.511300,786.5201416015625,802.6373901367188,795.7875366210938,782.4908447265625,828.02197265625
2023-10-11 15:48:51.512398,779.2673950195312,799.010986328125,794.5787353515625,778.4615478515625,859.8534545898438
2023-10-11 15:48:51.513825,774.8351440429688,801.8314819335938,792.5640869140625,778.4615478515625,753.4798583984375
2023-10-11 15:48:51.514929,787.3259887695312,799.8168334960938,796.5933837890625,798.6080322265625,725.2747192382812
2023-10-11 15:48:51.522895,803.4432373046875,794.981689453125,798.6080322265625,802.2344360351562,923.91943359375
2023-10-11 15:48:51.525202,788.1318969726562,796.1904907226562,797.3992919921875,791.7582397460938,867.106201171875
2023-10-11 15:48:51.526610,768.7911987304688,798.2051391601562,794.981689453125,784.5054931640625,608.02197265625
2023-10-11 15:48:51.528524,771.2088012695312,802.2344360351562,792.5640869140625,774.029296875,529.8534545898438
2023-10-11 15:48:51.530810,782.087890625,804.6520385742188,796.996337890625,787.7289428710938,724.8717651367188
2023-10-11 15:48:51.534218,786.1171875,802.6373901367188,799.010986328125,790.952392578125,933.5897216796875
2023-10-11 15:48:51.536568,781.2820434570312,804.6520385742188,794.5787353515625,773.2234497070312,888.4615478515625
2023-10-11 15:48:51.537987,785.7142944335938,807.87548828125,799.8168334960938,780.4761962890625,606.00732421875
2023-10-11 15:48:51.540159,788.937744140625,805.054931640625,804.2490844726562,802.2344360351562,652.7472534179688
2023-10-11 15:48:51.541160,785.7142944335938,803.8461303710938,803.4432373046875,811.098876953125,954.945068359375
2023-10-11 15:48:51.542733,786.923095703125,801.8314819335938,801.8314819335938,795.3846435546875,948.901123046875
2023-10-11 15:48:51.544278,790.5494384765625,797.3992919921875,799.4139404296875,784.908447265625,900.5494384765625
2023-10-11 15:48:51.584024,788.1318969726562,802.2344360351562,802.6373901367188,786.1171875,847.3626098632812
2023-10-11 15:48:51.585559,777.2527465820312,806.6666870117188,805.8607788085938,797.3992919921875,666.8497924804688
2023-10-11 15:48:51.586882,782.087890625,805.054931640625,799.4139404296875,808.2783813476562,686.5933837890625
2023-10-11 15:48:51.587871,799.4139404296875,803.040283203125,798.2051391601562,807.87548828125,890.4761962890625
2023-10-11 15:48:51.588766,789.7435913085938,801.4285888671875,801.4285888671875,798.2051391601562,912.6373901367188
2023-10-11 15:48:51.596689,770.4029541015625,801.8314819335938,799.8168334960938,790.1465454101562,742.6007080078125
2023-10-11 15:48:51.598215,764.7619018554688,804.6520385742188,798.2051391601562,779.6703491210938,663.2234497070312
2023-10-11 15:48:51.599447,768.7911987304688,803.8461303710938,796.996337890625,780.4761962890625,719.6337280273438
2023-10-11 15:48:51.601142,795.3846435546875,805.4578857421875,797.8021850585938,783.6996459960938,1024.2490234375
2023-10-11 15:48:51.604464,796.5933837890625,810.2930297851562,798.2051391601562,785.7142944335938,1045.201416015625
2023-10-11 15:48:51.605668,779.6703491210938,809.084228515625,799.4139404296875,770.4029541015625,679.3406372070312
2023-10-11 15:48:51.607139,782.087890625,805.4578857421875,794.5787353515625,757.912109375,587.4725341796875
2023-10-11 15:48:51.616720,791.3552856445312,807.87548828125,790.952392578125,771.2088012695312,712.3809814453125
2023-10-11 15:48:51.618068,807.4725341796875,806.2637329101562,797.3992919921875,789.3406372070312,830.03662109375
2023-10-11 15:48:51.619466,815.5311279296875,806.2637329101562,800.6226806640625,779.6703491210938,901.3552856445312
2023-10-11 15:48:51.621425,794.1758422851562,805.8607788085938,799.4139404296875,785.7142944335938,882.0146484375
2023-10-11 15:48:51.622913,775.6410522460938,800.6226806640625,796.996337890625,773.2234497070312,718.4249267578125
2023-10-11 15:48:51.624921,777.6557006835938,803.040283203125,795.7875366210938,743.8095092773438,703.91943359375
2023-10-11 15:48:51.626520,780.879150390625,806.6666870117188,801.4285888671875,783.2966918945312,895.3113403320312
2023-10-11 15:48:51.629065,778.05859375,807.069580078125,806.6666870117188,799.010986328125,1043.5897216796875
2023-10-11 15:48:51.632181,762.7472534179688,806.6666870117188,805.4578857421875,802.6373901367188,973.8828125
2023-10-11 15:48:51.633578,756.7033081054688,802.6373901367188,804.6520385742188,791.7582397460938,643.8828125
2023-10-11 15:48:51.634980,760.7326049804688,803.8461303710938,799.8168334960938,775.2380981445312,611.2454223632812
2023-10-11 15:48:51.636798,784.1025390625,804.2490844726562,799.8168334960938,813.5164794921875,852.1978149414062
2023-10-11 15:48:51.650589,786.5201416015625,803.040283203125,805.054931640625,821.1721801757812,925.5311279296875
2023-10-11 15:48:51.651963,769.5970458984375,803.4432373046875,804.2490844726562,784.1025390625,783.2966918945312
2023-10-11 15:48:51.653250,761.1355590820312,799.010986328125,801.4285888671875,769.1941528320312,624.1392211914062
2023-10-11 15:48:51.654529,759.9267578125,798.2051391601562,805.054931640625,789.3406372070312,605.6043701171875
2023-10-11 15:48:51.656072,771.6116943359375,796.5933837890625,810.6959838867188,810.6959838867188,782.4908447265625
2023-10-11 15:48:51.657736,790.1465454101562,793.7728881835938,809.084228515625,802.2344360351562,950.10986328125
2023-10-11 15:48:51.658773,780.4761962890625,796.5933837890625,805.8607788085938,789.3406372070312,873.1502075195312
2023-10-11 15:48:51.666079,754.6886596679688,790.1465454101562,807.069580078125,778.4615478515625,869.5238037109375
2023-10-11 15:48:51.667594,755.4945068359375,790.952392578125,810.6959838867188,793.3699340820312,796.996337890625
2023-10-11 15:48:51.672570,775.6410522460938,795.3846435546875,808.6813354492188,810.6959838867188,717.2161254882812
2023-10-11 15:48:51.674361,785.3113403320312,790.952392578125,804.6520385742188,796.1904907226562,910.2197875976562
2023-10-11 15:48:51.675881,762.7472534179688,788.937744140625,801.8314819335938,775.6410522460938,912.2344360351562
2023-10-11 15:48:51.717747,761.94140625,792.1611938476562,800.6226806640625,781.6849975585938,635.4212646484375
2023-10-11 15:48:51.719170,776.4468994140625,796.996337890625,798.6080322265625,787.3259887695312,539.5238037109375
2023-10-11 15:48:51.720790,784.908447265625,799.8168334960938,803.4432373046875,794.1758422851562,765.5677490234375
2023-10-11 15:48:51.722478,786.923095703125,801.025634765625,808.6813354492188,819.5604248046875,924.3223266601562
2023-10-11 15:48:51.723816,778.8644409179688,802.6373901367188,807.4725341796875,810.6959838867188,838.901123046875
2023-10-11 15:48:51.725256,781.2820434570312,806.6666870117188,806.6666870117188,800.2197875976562,712.7838745117188
2023-10-11 15:48:51.727403,791.3552856445312,809.4871826171875,808.6813354492188,800.2197875976562,749.8534545898438
2023-10-11 15:48:51.728491,802.2344360351562,804.2490844726562,804.2490844726562,794.1758422851562,929.1575317382812
2023-10-11 15:48:51.731461,799.010986328125,800.6226806640625,805.054931640625,802.6373901367188,972.2710571289062
2023-10-11 15:48:51.732856,791.7582397460938,798.6080322265625,812.7106323242188,814.3223266601562,822.7838745117188
2023-10-11 15:48:51.734025,784.1025390625,798.2051391601562,809.4871826171875,807.87548828125,725.6776733398438
2023-10-11 15:48:51.736425,782.087890625,800.2197875976562,804.2490844726562,805.054931640625,666.0439453125
2023-10-11 15:48:51.755445,786.923095703125,799.4139404296875,802.6373901367188,809.084228515625,678.937744140625
2023-10-11 15:48:51.756819,803.8461303710938,806.2637329101562,802.2344360351562,818.3516235351562,852.6007080078125
2023-10-11 15:48:51.757897,801.025634765625,807.069580078125,796.996337890625,798.6080322265625,867.5091552734375
2023-10-11 15:48:51.758894,790.1465454101562,800.6226806640625,797.3992919921875,781.2820434570312,668.8644409179688
2023-10-11 15:48:51.759848,786.1171875,799.010986328125,805.4578857421875,797.3992919921875,558.05859375
2023-10-11 15:48:51.760838,786.923095703125,798.2051391601562,810.2930297851562,805.054931640625,720.03662109375
2023-10-11 15:48:51.761879,811.5018310546875,797.3992919921875,810.6959838867188,790.5494384765625,1088.7178955078125
2023-10-11 15:48:51.764227,812.7106323242188,800.2197875976562,811.098876953125,788.937744140625,1023.8461303710938
2023-10-11 15:48:51.765415,791.7582397460938,804.6520385742188,813.5164794921875,814.3223266601562,650.3296508789062
2023-10-11 15:48:51.771526,774.029296875,805.8607788085938,810.6959838867188,814.7252807617188,583.8461303710938
2023-10-11 15:48:51.772978,778.4615478515625,802.2344360351562,803.040283203125,796.996337890625,723.2600708007812
2023-10-11 15:48:51.774353,807.069580078125,806.2637329101562,802.6373901367188,811.098876953125,876.3735961914062
2023-10-11 15:48:51.817863,819.96337890625,807.4725341796875,804.6520385742188,828.8278198242188,842.12451171875
2023-10-11 15:48:51.819293,794.981689453125,803.8461303710938,800.2197875976562,804.2490844726562,736.5567626953125
2023-10-11 15:48:51.820626,778.4615478515625,806.6666870117188,795.3846435546875,789.7435913085938,659.5970458984375
2023-10-11 15:48:51.821541,785.7142944335938,801.8314819335938,794.981689453125,792.5640869140625,643.076904296875
2023-10-11 15:48:51.822408,805.8607788085938,803.040283203125,795.3846435546875,797.3992919921875,813.113525390625
2023-10-11 15:48:51.823357,807.87548828125,808.2783813476562,796.1904907226562,811.098876953125,1099.194091796875
2023-10-11 15:48:51.824194,794.1758422851562,805.054931640625,797.8021850585938,816.3369750976562,1081.8681640625
2023-10-11 15:48:51.825002,788.1318969726562,807.069580078125,799.010986328125,804.6520385742188,670.4761962890625
2023-10-11 15:48:51.826106,790.5494384765625,803.4432373046875,800.6226806640625,801.025634765625,566.923095703125
2023-10-11 15:48:51.827267,806.6666870117188,802.2344360351562,804.6520385742188,807.4725341796875,909.8168334960938
2023-10-11 15:48:51.828349,800.6226806640625,806.6666870117188,806.6666870117188,811.5018310546875,1066.959716796875
2023-10-11 15:48:51.829309,778.8644409179688,803.8461303710938,803.040283203125,797.3992919921875,786.5201416015625
2023-10-11 15:48:51.884593,775.6410522460938,804.2490844726562,804.2490844726562,776.8497924804688,578.6080322265625
2023-10-11 15:48:51.886005,793.3699340820312,809.084228515625,802.2344360351562,774.4322509765625,653.5531005859375
2023-10-11 15:48:51.887351,807.87548828125,808.6813354492188,799.010986328125,808.6813354492188,857.4359130859375
2023-10-11 15:48:51.888473,800.2197875976562,807.87548828125,801.8314819335938,820.3662719726562,925.5311279296875
2023-10-11 15:48:51.889572,784.1025390625,807.069580078125,797.8021850585938,793.3699340820312,803.040283203125
2023-10-11 15:48:51.890682,787.7289428710938,805.8607788085938,796.996337890625,788.937744140625,896.1171875
2023-10-11 15:48:51.891919,794.5787353515625,807.069580078125,801.025634765625,798.2051391601562,917.069580078125
2023-10-11 15:48:51.893000,805.4578857421875,808.6813354492188,798.6080322265625,806.6666870117188,772.4176025390625
2023-10-11 15:48:51.894187,820.3662719726562,807.4725341796875,800.2197875976562,813.91943359375,886.4468994140625
2023-10-11 15:48:51.896465,804.2490844726562,808.2783813476562,802.6373901367188,824.7985229492188,885.2380981445312
2023-10-11 15:48:51.898064,796.5933837890625,813.91943359375,799.8168334960938,812.7106323242188,655.1648559570312
2023-10-11 15:48:51.913551,805.054931640625,812.3076782226562,802.6373901367188,799.4139404296875,582.2344360351562
