timestamps,TP9,AF7,AF8,TP10,Right AUX,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
4264.895,-38.574,-51.758,-557.129,-81.055,-90.332,1694053248.000,23.018
4264.899,-30.762,-47.363,-149.902,4.395,174.316,1694053248.000,23.022
4264.903,-18.555,-41.504,493.652,20.996,358.398,1694053248.000,23.026
4264.907,-16.113,-41.016,5.859,-18.555,203.125,1694053248.000,23.030
4264.911,-48.828,-42.480,-450.195,-69.824,-370.117,1694053248.000,23.034
4264.931,-46.387,-40.527,-197.266,-68.359,-546.387,1694053248.000,23.053
4264.935,-23.926,-41.992,128.906,-17.578,-292.969,1694053248.000,23.057
4264.939,-21.484,-44.434,235.352,17.578,413.574,1694053248.000,23.061
4264.943,-49.805,-43.457,52.246,-45.410,358.887,1694053248.000,23.065
4264.947,-58.594,-46.387,-223.145,-79.590,-353.516,1694053248.000,23.069
4264.951,-43.457,-43.945,-322.754,-69.336,-443.848,1694053248.000,23.073
4264.954,-40.039,-44.922,-308.594,-49.805,-55.664,1694053248.000,23.077
4264.958,-25.879,-43.457,61.035,1.953,508.301,1694053248.000,23.080
4264.962,-26.855,-36.133,291.504,0.000,341.309,1694053248.000,23.084
4264.966,-47.852,-36.621,-228.027,-65.430,-341.797,1694053248.000,23.088
4264.970,-57.129,-45.410,-374.023,-92.285,-552.734,1694053248.000,23.092
4264.974,-38.574,-43.457,-8.789,-53.711,-370.605,1694053248.000,23.096
4264.958,-20.508,-37.598,403.809,-6.836,117.188,1694053248.000,23.080
4264.962,-27.832,-38.086,219.238,-19.043,344.727,1694053248.000,23.084
4264.966,-48.828,-38.574,-293.945,-80.566,-239.258,1694053248.000,23.088
4264.970,-47.852,-35.156,-296.387,-73.242,-543.945,1694053248.000,23.092
4264.974,-37.109,-33.203,-104.004,-58.105,-381.348,1694053248.000,23.096
4264.977,-22.949,-35.156,203.613,-24.414,184.570,1694053248.000,23.100
4264.981,-21.973,-39.551,212.402,6.348,541.504,1694053248.000,23.104
4264.985,-48.340,-40.527,-285.156,-69.336,-8.789,1694053248.000,23.107
4264.989,-46.387,-35.645,-344.727,-94.727,-401.367,1694053248.000,23.111
4264.993,-38.574,-39.062,-203.125,-43.945,-349.609,1694053248.000,23.115
4264.997,-28.809,-36.621,-213.867,10.742,379.395,1694053248.000,23.119
4265.001,-31.250,-39.551,138.184,2.441,784.180,1694053248.000,23.123
4265.033,-53.711,-46.387,4.883,-71.289,-45.410,1694053248.000,23.156
4265.037,-54.199,-43.457,-378.906,-78.613,-500.000,1694053248.000,23.160
4265.041,-43.945,-37.109,-61.523,-63.965,-389.648,1694053248.000,23.164
4265.045,-24.902,-35.645,341.309,-31.250,-28.809,1694053248.000,23.168
4265.049,-20.508,-40.039,374.512,-0.977,409.668,1694053248.000,23.172
4265.053,-41.992,-45.410,-176.270,-52.246,159.668,1694053248.000,23.176
4265.057,-49.805,-41.504,-461.914,-104.004,-301.758,1694053248.000,23.180
4265.061,-40.527,-36.621,-229.980,-91.797,-377.441,1694053248.000,23.183
4265.065,-22.461,-34.180,204.102,-20.996,-88.379,1694053248.000,23.187
4265.068,-16.113,-38.086,225.586,11.719,535.156,1694053248.000,23.191
4265.072,-39.551,-38.086,-289.551,-41.992,312.988,1694053248.000,23.195
4265.076,-52.734,-31.250,-323.242,-83.008,-473.633,1694053248.000,23.199
4265.063,-46.875,-34.180,-208.496,-70.312,-513.672,1694053248.000,23.185
4265.067,-36.133,-37.109,107.910,-41.992,-112.793,1694053248.000,23.189
4265.071,-25.391,-35.645,429.688,0.977,415.039,1694053248.000,23.193
4265.075,-48.828,-38.086,125.488,-49.805,145.508,1694053248.000,23.197
4265.078,-51.758,-42.969,-348.145,-84.961,-388.184,1694053248.000,23.201
4265.082,-33.203,-42.969,-394.531,-47.852,-285.645,1694053248.000,23.205
4265.086,-24.414,-33.203,32.227,-36.133,-45.410,1694053248.000,23.209
4265.090,-14.160,-34.180,430.176,-0.977,381.348,1694053248.000,23.212
4265.094,-28.320,-46.387,-76.660,-22.949,289.062,1694053248.000,23.216
4265.098,-45.898,-48.828,-588.379,-86.426,-325.195,1694053248.000,23.220
4265.102,-47.363,-54.199,-310.547,-76.172,-466.797,1694053248.000,23.224
4265.106,-42.480,-63.477,126.465,-50.781,-269.531,1694053248.000,23.228
4265.109,-20.508,-67.383,298.340,1.953,314.941,1694053248.000,23.232
4265.113,-26.367,-63.477,-292.480,3.906,639.648,1694053248.000,23.236
4265.117,-58.105,-56.152,-529.297,-80.078,-79.590,1694053248.000,23.240
4265.121,-58.105,-56.641,-189.941,-86.914,-537.109,1694053248.000,23.244
4265.125,-33.203,-56.152,-34.180,-42.969,-286.621,1694053248.000,23.248
4265.129,-14.648,-51.758,284.668,-6.348,342.773,1694053248.000,23.252
4265.133,-18.066,-45.410,166.016,-18.555,486.816,1694053248.000,23.256
4265.137,-26.855,-47.363,-279.297,-76.660,-234.375,1694053248.000,23.259
4265.141,-22.949,-51.758,-500.000,-79.590,-325.684,1694053248.000,23.263
4265.144,-17.090,-46.875,-227.539,-71.777,-72.754,1694053248.000,23.267
4265.148,-4.395,-47.852,433.594,-47.852,180.664,1694053248.000,23.271
4265.152,-2.441,-55.664,257.324,-36.133,330.566,1694053248.000,23.275
4265.168,-28.320,-56.641,-320.801,-80.078,-187.988,1694053248.000,23.291
4265.172,-36.621,-53.711,-336.914,-69.824,-486.328,1694053248.000,23.295
4265.176,-36.133,-55.176,32.227,-37.598,-409.180,1694053248.000,23.299
4265.180,-31.250,-57.617,361.816,3.418,125.977,1694053248.000,23.303
4265.184,-39.551,-56.641,118.164,3.418,576.172,1694053248.000,23.307
4265.188,-67.871,-53.711,-379.395,-56.152,-27.832,1694053248.000,23.311
4265.192,-69.336,-52.734,-365.723,-70.312,-435.547,1694053248.000,23.315
4265.196,-59.082,-55.664,-236.328,-80.566,-325.684,1694053248.000,23.318
4265.199,-41.504,-58.105,-160.645,-26.855,305.176,1694053248.000,23.322
4265.203,-33.691,-56.152,180.176,19.043,647.949,1694053248.000,23.326
4265.207,-58.594,-52.734,34.180,-46.387,-147.949,1694053248.000,23.330
4265.211,-67.383,-51.758,-471.680,-96.191,-519.531,1694053248.000,23.334
4265.200,-47.852,-53.711,-220.215,-84.473,-354.980,1694053248.000,23.322
4265.204,-30.762,-49.805,348.145,-28.320,-55.176,1694053248.000,23.326
4265.208,-29.297,-53.711,391.602,0.488,358.398,1694053248.000,23.330
4265.212,-47.852,-56.641,-125.977,-47.363,45.410,1694053248.000,23.334
4265.215,-56.152,-53.223,-394.531,-99.121,-408.691,1694053248.000,23.338
4265.219,-50.781,-54.688,-231.934,-73.242,-379.883,1694053248.000,23.342
4265.223,-36.133,-54.688,112.793,-35.156,-16.602,1694053248.000,23.346
4265.227,-23.926,-52.734,385.254,3.418,508.301,1694053248.000,23.349
4265.231,-39.062,-49.316,83.496,-39.062,200.684,1694053248.000,23.353
4265.235,-48.340,-51.270,-276.855,-95.703,-455.078,1694053248.000,23.357
4265.239,-44.434,-51.758,-139.160,-83.984,-511.230,1694053248.000,23.361
4265.243,-34.180,-48.828,-115.723,-55.664,34.180,1694053248.000,23.365
4265.243,-24.902,-54.688,101.074,5.859,685.547,1694053248.000,23.365
4265.247,-40.527,-60.059,204.590,-14.648,213.867,1694053248.000,23.369
4265.251,-49.316,-56.641,-272.949,-79.102,-443.359,1694053248.000,23.373
4265.254,-39.551,-49.805,-291.992,-72.266,-464.844,1694053248.000,23.377
4265.258,-28.809,-55.176,79.590,-42.969,-174.316,1694053248.000,23.381
4265.262,-19.531,-54.199,373.535,2.930,378.906,1694053248.000,23.385
4265.266,-34.668,-51.270,62.012,-14.160,294.922,1694053248.000,23.389
4265.270,-51.270,-51.270,-610.840,-89.844,-45.898,1694053248.000,23.392
4265.274,-48.340,-43.945,-529.785,-97.168,-52.734,1694053248.000,23.396
4265.278,-40.527,-46.387,132.812,-31.738,-187.500,1694053248.000,23.400
4265.282,-24.902,-45.410,368.164,-6.836,266.113,1694053248.000,23.404
4265.286,-30.762,-44.434,155.273,-55.664,328.125,1694053248.000,23.408
4265.289,-42.969,-45.898,-182.129,-76.172,-363.281,1694053248.000,23.412
4265.293,-44.434,-44.922,-198.730,-56.641,-523.438,1694053248.000,23.416
4265.297,-40.527,-45.410,-48.340,-54.199,-237.793,1694053248.000,23.420
4265.301,-28.320,-43.457,286.133,-30.762,311.523,1694053248.000,23.424
4265.305,-28.320,-45.898,264.160,-35.645,359.863,1694053248.000,23.428
4265.309,-44.922,-45.898,-272.949,-95.215,-256.836,1694053248.000,23.432
4265.313,-42.480,-47.852,-522.949,-89.355,-302.734,1694053248.000,23.436
4265.317,-30.762,-43.457,-224.609,-38.574,-103.516,1694053248.000,23.439
4265.321,-25.879,-42.969,413.574,-28.809,170.898,1694053248.000,23.443
4265.325,-26.855,-45.410,271.484,-20.996,393.066,1694053248.000,23.447
4265.329,-41.504,-34.180,-308.594,-63.965,-80.078,1694053248.000,23.451
4265.332,-44.922,-32.227,-327.148,-94.238,-389.160,1694053248.000,23.455
4265.333,-40.039,-40.527,69.336,-72.266,-400.879,1694053248.000,23.455
4265.337,-27.832,-41.016,307.617,-16.113,63.477,1694053248.000,23.459
4265.341,-21.484,-41.992,303.711,-4.883,429.199,1694053248.000,23.463
4265.345,-38.086,-41.504,-91.797,-59.570,-146.484,1694053248.000,23.467
4265.349,-46.875,-40.039,-375.977,-101.562,-492.188,1694053248.000,23.471
4265.352,-45.898,-34.668,-230.957,-87.402,-342.773,1694053248.000,23.475
4265.356,-26.855,-33.691,-165.527,-11.230,348.145,1694053248.000,23.479
4265.360,-20.020,-32.715,148.926,-6.348,763.672,1694053248.000,23.482
4265.364,-41.504,-35.156,58.594,-72.754,-45.898,1694053248.000,23.486
4265.368,-49.316,-35.645,-466.797,-86.426,-522.461,1694053248.000,23.490
4265.372,-45.898,-38.086,-213.379,-81.543,-387.695,1694053248.000,23.494
4265.376,-41.016,-39.551,286.621,-29.297,-1.953,1694053248.000,23.498
4265.382,-31.250,-37.109,372.070,15.625,443.359,1694053248.000,23.504
4265.386,-36.621,-38.574,-149.902,-54.688,145.996,1694053248.000,23.508
4265.390,-52.246,-39.551,-518.066,-75.684,-389.648,1694053248.000,23.512
4265.393,-54.199,-42.480,-96.680,-48.828,-506.836,1694053248.000,23.516
4265.397,-35.156,-41.992,270.508,-17.578,-161.621,1694053248.000,23.520
4265.401,-22.461,-37.109,286.621,19.043,523.438,1694053248.000,23.524
4265.405,-41.992,-35.645,-111.328,-44.434,312.988,1694053248.000,23.528
4265.409,-60.059,-31.250,-308.594,-102.539,-420.410,1694053248.000,23.531
4265.413,-45.898,-26.855,-114.258,-68.848,-507.324,1694053248.000,23.535
4265.417,-27.832,-30.762,-20.020,-11.719,-39.551,1694053248.000,23.539
4265.421,-23.438,-34.668,277.344,26.855,574.219,1694053248.000,23.543
4265.425,-39.062,-36.621,230.957,-29.785,247.070,1694053248.000,23.547
4265.438,-58.594,-37.598,-274.414,-79.102,-372.070,1694053248.000,23.560
4265.442,-50.293,-35.645,-257.812,-62.988,-427.246,1694053248.000,23.564
4265.445,-42.969,-34.668,95.215,-55.664,-140.137,1694053248.000,23.568
4265.449,-31.250,-37.109,398.438,-15.625,402.344,1694053248.000,23.572
4265.453,-33.203,-37.598,141.602,-8.301,275.879,1694053248.000,23.576
4265.457,-54.688,-35.645,-545.898,-52.246,-9.766,1694053248.000,23.580
4265.461,-56.152,-34.668,-545.410,-90.820,-64.453,1694053248.000,23.584
4265.465,-42.969,-36.621,8.301,-64.453,-266.602,1694053248.000,23.587
4265.469,-25.391,-35.156,346.191,19.043,253.906,1694053248.000,23.591
4265.473,-32.227,-39.551,3.906,-5.371,514.160,1694053248.000,23.595
4265.477,-52.734,-43.945,-311.035,-74.219,-241.699,1694053248.000,23.599
4265.481,-49.805,-41.504,-239.258,-78.125,-611.816,1694053248.000,23.603
4265.485,-43.945,-42.480,-62.988,-42.480,-315.918,1694053248.000,23.607
4265.488,-37.598,-43.457,323.242,12.695,264.160,1694053248.000,23.611
4265.492,-45.898,-41.016,312.500,-7.324,384.277,1694053248.000,23.615
4265.496,-62.500,-41.992,-138.672,-72.754,-224.121,1694053248.000,23.619
4265.500,-55.176,-46.875,-385.742,-64.941,-469.727,1694053248.000,23.623
4265.504,-47.852,-45.410,-190.430,-51.758,-292.480,1694053248.000,23.627
4265.508,-45.410,-49.805,267.090,-24.414,262.207,1694053248.000,23.631
4265.512,-41.504,-54.199,281.738,-4.395,525.391,1694053248.000,23.634
4265.516,-60.059,-52.246,-408.691,-67.383,-17.578,1694053248.000,23.638
4265.520,-69.336,-53.711,-635.254,-88.379,-237.305,1694053248.000,23.642
4265.524,-60.547,-58.105,-8.789,-64.941,-324.219,1694053248.000,23.646
4265.527,-46.387,-61.523,338.867,-13.184,46.875,1694053248.000,23.650
4265.528,-45.898,-65.918,306.152,-17.578,457.520,1694053248.000,23.650
4265.532,-66.406,-64.453,-74.219,-105.469,-95.703,1694053248.000,23.654
4265.536,-62.500,-52.734,-333.496,-98.633,-582.520,1694053248.000,23.658
4265.540,-43.457,-48.828,-166.992,-76.172,-472.168,1694053248.000,23.662
4265.544,-34.668,-53.223,115.234,-35.645,52.246,1694053248.000,23.666
4265.548,-31.250,-54.199,322.266,-6.348,555.664,1694053248.000,23.670
4265.551,-41.504,-48.828,-120.605,-63.965,92.285,1694053248.000,23.674
4265.555,-43.457,-46.875,-494.141,-83.496,-463.867,1694053248.000,23.677
4265.559,-36.621,-49.805,-528.809,-54.688,-80.078,1694053248.000,23.681
4265.563,-32.227,-43.457,-195.801,-24.414,361.328,1694053248.000,23.685
4265.567,-30.762,-47.363,400.879,-6.348,459.473,1694053248.000,23.689
4265.571,-45.898,-57.617,-23.926,-45.898,69.336,1694053248.000,23.693
4265.575,-55.664,-56.152,-441.406,-105.469,-473.145,1694053248.000,23.697
4265.579,-36.133,-49.805,-100.586,-102.539,-515.137,1694053248.000,23.701
4265.582,-20.020,-44.434,236.816,-34.668,-170.410,1694053248.000,23.705
4265.586,-21.973,-40.039,385.742,19.043,433.594,1694053248.000,23.709
4265.590,-38.574,-38.574,56.641,-20.020,183.594,1694053248.000,23.713
4265.594,-47.852,-43.457,-378.906,-80.078,-403.809,1694053248.000,23.717
4265.598,-43.457,-44.434,-291.504,-74.219,-449.219,1694053248.000,23.721
4265.602,-30.273,-40.527,-217.773,-36.621,-50.293,1694053248.000,23.724
4265.606,-13.184,-38.086,109.375,-16.113,628.906,1694053248.000,23.728
4265.610,-35.645,-41.992,233.398,-47.363,279.297,1694053248.000,23.732
4265.614,-58.594,-46.875,-270.508,-83.008,-416.992,1694053248.000,23.736
4265.618,-58.594,-41.992,-315.430,-79.590,-400.391,1694053248.000,23.740
4265.618,-45.898,-38.086,96.680,-54.199,-185.547,1694053248.000,23.741
4265.622,-32.227,-44.922,449.707,-17.578,287.109,1694053248.000,23.745
4265.626,-41.016,-45.410,138.184,-35.156,293.457,1694053248.000,23.749
4265.630,-52.734,-46.875,-344.238,-86.426,-296.875,1694053248.000,23.753
4265.634,-42.480,-47.852,-310.547,-97.168,-478.027,1694053248.000,23.757
4265.638,-22.461,-40.039,-113.281,-73.242,-257.324,1694053248.000,23.761
4265.642,-12.207,-38.086,320.801,1.465,314.453,1694053248.000,23.765
4265.646,-23.438,-44.434,-99.121,-2.441,666.504,1694053248.000,23.768
4265.649,-44.922,-42.969,-589.844,-62.500,71.777,1694053248.000,23.772
4265.653,-44.434,-40.039,-182.129,-77.148,-475.586,1694053248.000,23.776
4265.657,-30.762,-41.992,13.672,-52.246,-305.176,1694053248.000,23.780
4265.661,-15.625,-41.504,306.641,-6.836,252.930,1694053248.000,23.784
4265.666,-13.184,-42.480,296.875,-7.324,393.555,1694053248.000,23.789
4265.670,-34.180,-38.086,-207.520,-60.547,-225.586,1694053248.000,23.793
4265.674,-42.969,-37.109,-474.121,-80.078,-337.891,1694053248.000,23.797
4265.678,-31.250,-43.945,-172.852,-65.918,-206.055,1694053248.000,23.801
4265.682,-11.230,-42.480,371.582,-25.879,118.164,1694053248.000,23.805
4265.686,-15.625,-40.527,291.992,-14.160,445.312,1694053248.000,23.809
4265.690,-47.852,-42.969,-408.691,-82.031,83.984,1694053248.000,23.813
4265.694,-49.316,-42.969,-554.688,-110.352,-233.887,1694053248.000,23.816
4265.697,-35.645,-36.133,8.789,-61.035,-381.348,1694053248.000,23.820
4265.701,-22.461,-35.645,325.195,-15.137,36.621,1694053248.000,23.824
4265.705,-24.414,-37.109,340.820,1.465,502.930,1694053248.000,23.828
4265.709,-47.852,-36.133,-58.594,-64.453,-20.020,1694053248.000,23.832
4265.708,-52.734,-32.227,-332.031,-102.051,-526.367,1694053248.000,23.830
4265.712,-42.969,-31.738,-139.160,-79.590,-447.266,1694053248.000,23.834
4265.716,-27.344,-31.250,218.750,-26.367,8.301,1694053248.000,23.838
4265.720,-22.949,-33.691,379.883,6.348,461.914,1694053248.000,23.842
4265.724,-45.898,-39.062,-139.160,-37.109,39.062,1694053248.000,23.846
4265.727,-52.246,-41.504,-453.613,-76.660,-393.066,1694053248.000,23.850
4265.731,-47.852,-44.922,-511.230,-66.406,-80.566,1694053248.000,23.854
4265.735,-31.250,-39.551,-150.879,-11.230,288.574,1694053248.000,23.857
4265.739,-14.160,-39.062,475.098,15.625,523.926,1694053248.000,23.861
4265.743,-39.062,-48.828,-94.727,-43.945,178.223,1694053248.000,23.865
4265.747,-51.758,-43.945,-610.840,-75.684,-321.777,1694053248.000,23.869
4265.751,-40.527,-41.992,-177.734,-61.523,-416.016,1694053248.000,23.873
4265.768,-27.344,-45.898,243.164,-36.621,-206.055,1694053248.000,23.891
4265.772,-8.789,-45.410,333.008,2.441,396.484,1694053248.000,23.895
4265.776,-27.344,-45.898,63.477,-26.855,204.102,1694053248.000,23.899
4265.780,-45.410,-50.293,-237.305,-71.289,-464.355,1694053248.000,23.903
4265.784,-36.621,-47.852,-241.699,-63.965,-545.410,1694053248.000,23.907
4265.788,-29.297,-49.316,-68.359,-50.293,-148.926,1694053248.000,23.911
4265.792,-10.254,-49.316,278.809,0.000,494.629,1694053248.000,23.915
4265.796,-14.648,-41.992,87.891,-5.859,398.926,1694053248.000,23.918
4265.800,-35.156,-45.410,-319.824,-72.266,-333.496,1694053248.000,23.922
4265.804,-25.391,-50.293,-497.559,-69.824,-375.488,1694053248.000,23.926
4265.807,-14.648,-46.387,-216.309,-33.203,18.066,1694053248.000,23.930
4265.811,2.441,-45.410,459.961,5.371,322.754,1694053248.000,23.934
4265.813,1.953,-46.387,171.387,-21.484,273.926,1694053248.000,23.935
4265.817,-25.879,-42.969,-340.332,-73.242,-309.570,1694053248.000,23.939
4265.821,-24.414,-44.434,-247.559,-56.152,-519.531,1694053248.000,23.943
4265.824,-21.484,-43.457,75.684,-42.480,-353.516,1694053248.000,23.947
4265.828,-17.090,-42.480,361.328,7.324,262.207,1694053248.000,23.951
4265.832,-29.297,-49.805,27.832,33.203,573.730,1694053248.000,23.955
4265.836,-54.199,-52.246,-442.871,-51.270,-49.805,1694053248.000,23.959
4265.840,-57.617,-46.875,-276.855,-61.523,-428.223,1694053248.000,23.962
4265.844,-51.758,-50.781,-9.766,-32.715,-316.895,1694053248.000,23.966
4265.848,-36.133,-56.641,87.891,3.418,419.434,1694053248.000,23.970
4265.852,-38.574,-52.734,158.691,16.602,617.188,1694053248.000,23.974
4265.856,-60.547,-53.711,-51.270,-83.984,-306.641,1694053248.000,23.978
4265.874,-54.199,-50.293,-438.965,-95.215,-522.461,1694053248.000,23.997
4265.878,-35.645,-45.898,-226.562,-25.879,-275.391,1694053248.000,24.001
4265.882,-27.344,-48.828,377.441,1.953,36.621,1694053248.000,24.005
4265.886,-24.414,-50.293,360.352,4.395,347.168,1694053248.000,24.009
4265.890,-42.480,-46.875,-150.879,-61.523,-137.207,1694053248.000,24.013
4265.894,-53.223,-48.340,-407.715,-82.031,-431.641,1694053248.000,24.017
4265.898,-47.852,-53.223,-222.656,-52.734,-327.637,1694053248.000,24.021
4265.901,-33.203,-50.293,287.109,-10.742,7.324,1694053248.000,24.024
4265.905,-25.879,-52.246,200.684,24.902,596.191,1694053248.000,24.028
4265.909,-44.434,-52.734,-372.559,-36.621,220.703,1694053248.000,24.032
4265.913,-48.340,-47.852,-278.320,-76.172,-480.957,1694053248.000,24.036
4265.917,-29.297,-46.875,-35.156,-39.551,-448.242,1694053248.000,24.040
4265.903,-20.508,-48.828,215.820,-2.930,62.012,1694053248.000,24.026
4265.907,-11.230,-45.410,389.648,24.902,566.895,1694053248.000,24.030
4265.911,-28.320,-43.945,47.363,-31.250,38.086,1694053248.000,24.034
4265.915,-40.527,-43.457,-376.465,-92.285,-493.652,1694053248.000,24.038
4265.919,-32.715,-40.527,-337.891,-79.102,-257.812,1694053248.000,24.042
4265.923,-19.531,-36.133,105.957,-22.949,75.195,1694053248.000,24.046
4265.927,-6.348,-36.621,440.918,16.602,469.727,1694053248.000,24.050
4265.931,-25.879,-40.039,-93.750,-14.648,218.750,1694053248.000,24.053
4265.935,-43.457,-41.992,-508.789,-60.547,-378.418,1694053248.000,24.057
4265.939,-46.875,-45.410,-164.551,-48.340,-517.578,1694053248.000,24.061
4265.942,-32.715,-47.852,228.516,-23.438,-258.789,1694053248.000,24.065
4265.946,3.418,-49.805,342.773,35.645,389.648,1694053248.000,24.069
4265.950,-14.160,-50.781,-287.109,19.531,479.980,1694053248.000,24.072
4265.954,-47.852,-46.387,-478.516,-46.875,-223.633,1694053248.000,24.076
4265.957,-39.551,-46.387,-136.230,-48.340,-549.316,1694053248.000,24.080
4265.961,-24.902,-51.270,52.734,-17.090,-135.254,1694053248.000,24.084
4265.965,-14.648,-50.781,360.352,20.508,511.719,1694053248.000,24.088
4265.969,-26.367,-50.293,145.508,0.000,366.699,1694053248.000,24.092
4265.973,-43.457,-51.270,-302.734,-50.781,-316.406,1694053248.000,24.096
4265.977,-48.340,-55.664,-479.980,-48.828,-316.895,1694053248.000,24.099
4265.981,-37.109,-53.223,-273.926,-25.391,-27.832,1694053248.000,24.103
4265.985,-12.207,-48.828,423.828,5.859,272.949,1694053248.000,24.107
4265.989,-22.461,-53.711,234.375,0.977,262.695,1694053248.000,24.111
4265.993,-40.039,-52.734,-289.062,-54.688,-325.195,1694053248.000,24.115
4265.993,-33.203,-49.316,-264.160,-61.035,-560.059,1694053248.000,24.115
4265.997,-34.180,-49.316,29.297,-45.898,-393.066,1694053248.000,24.119
4266.001,-15.625,-45.410,381.836,-8.789,175.781,1694053248.000,24.123
4266.004,-16.113,-46.387,223.145,0.000,364.258,1694053248.000,24.127
4266.008,-45.410,-47.852,-275.391,-63.477,-205.566,1694053248.000,24.131
4266.012,-46.875,-43.945,-409.180,-84.473,-455.078,1694053248.000,24.135
4266.016,-34.668,-41.504,-164.062,-62.988,-353.027,1694053248.000,24.139
4266.020,-16.113,-41.992,98.633,0.000,428.711,1694053248.000,24.142
4266.024,-22.461,-41.992,52.734,9.766,880.859,1694053248.000,24.146
4266.028,-47.363,-39.551,-172.852,-56.641,-51.758,1694053248.000,24.150
4266.032,-47.852,-37.109,-378.906,-63.965,-546.387,1694053248.000,24.154
4266.036,-43.457,-30.273,-138.184,-44.922,-387.695,1694053248.000,24.158
4266.040,-25.879,-23.438,387.695,-9.277,31.738,1694053248.000,24.162
4266.044,-17.578,-25.391,398.926,8.789,405.273,1694053248.000,24.166
4266.047,-40.527,-29.297,-101.562,-43.457,-86.426,1694053248.000,24.170
4266.051,-52.246,-30.273,-340.332,-59.082,-531.250,1694053248.000,24.174
4266.055,-46.875,-26.855,-63.965,-40.527,-477.051,1694053248.000,24.178
4266.059,-27.832,-21.484,305.176,3.906,4.395,1694053248.000,24.182
4266.063,-21.484,-28.320,187.500,35.156,686.523,1694053248.000,24.186
4266.067,-52.734,-31.250,-332.031,-26.367,275.391,1694053248.000,24.189
4266.071,-61.523,-27.344,-331.055,-83.008,-458.984,1694053248.000,24.193
4266.075,-53.711,-28.809,-228.516,-59.570,-389.160,1694053248.000,24.197
4266.079,-43.945,-29.785,138.184,7.812,96.680,1694053248.000,24.201
4266.083,-19.531,-33.203,467.773,27.344,546.387,1694053248.000,24.205
4266.084,-37.109,-36.621,53.711,-38.574,77.148,1694053248.000,24.207
4266.088,-52.734,-35.645,-389.160,-71.289,-507.324,1694053248.000,24.211
4266.092,-46.875,-33.691,-226.562,-61.035,-436.035,1694053248.000,24.215
4266.096,-32.227,-34.180,222.168,-34.668,-110.840,1694053248.000,24.219
4266.100,-19.531,-35.645,431.641,14.648,439.453,1694053248.000,24.223
4266.104,-42.969,-38.574,-34.668,-21.973,213.379,1694053248.000,24.227
4266.108,-54.199,-37.598,-682.129,-69.824,-171.875,1694053248.000,24.231
4266.111,-43.945,-33.691,-441.406,-60.059,-149.414,1694053248.000,24.234
4266.115,-40.039,-34.668,230.957,-43.457,-188.477,1694053248.000,24.238
4266.119,-25.879,-36.133,364.746,1.465,361.816,1694053248.000,24.242
4266.123,-28.320,-34.180,89.844,-20.020,330.078,1694053248.000,24.246
4266.127,-39.062,-34.180,-251.465,-76.172,-369.141,1694053248.000,24.250
4266.131,-45.410,-35.156,-329.590,-76.172,-442.383,1694053248.000,24.254
4266.135,-41.504,-36.133,-139.648,-62.012,-140.137,1694053248.000,24.258
4266.139,-22.461,-31.738,303.711,-0.977,393.066,1694053248.000,24.262
4266.143,-27.344,-33.691,234.375,-7.324,291.016,1694053248.000,24.266
4266.147,-56.641,-35.156,-249.512,-84.473,-391.602,1694053248.000,24.270
4266.151,-49.805,-36.621,-483.398,-69.336,-300.781,1694053248.000,24.274
4266.155,-27.832,-35.645,-385.254,-26.855,106.445,1694053248.000,24.278
4266.158,-8.789,-29.297,343.750,16.602,380.371,1694053248.000,24.281
4266.162,-11.230,-29.785,259.277,17.090,334.961,1694053248.000,24.285
4266.166,-42.480,-35.645,-341.797,-65.918,-256.348,1694053248.000,24.289
4266.170,-44.922,-37.109,-333.008,-90.820,-462.402,1694053248.000,24.293
4266.174,-24.414,-30.762,-33.691,-58.594,-336.914,1694053248.000,24.297
4266.188,-7.324,-28.320,354.004,3.418,176.758,1694053248.000,24.310
4266.192,-12.207,-31.250,234.863,12.207,418.945,1694053248.000,24.314
4266.196,-39.551,-33.203,-265.625,-56.152,-214.355,1694053248.000,24.318
4266.200,-49.316,-35.156,-363.770,-63.965,-514.648,1694053248.000,24.322
4266.204,-44.922,-33.203,-163.574,-62.988,-349.609,1694053248.000,24.326
4266.207,-16.113,-30.762,11.230,-13.184,448.242,1694053248.000,24.330
4266.211,-4.883,-33.203,95.215,28.809,870.605,1694053248.000,24.334
4266.215,-41.504,-38.086,-160.156,-45.898,-94.727,1694053248.000,24.337
4266.219,-50.293,-41.504,-444.336,-78.613,-571.289,1694053248.000,24.341
4266.223,-37.598,-38.574,-328.613,-45.898,-328.125,1694053248.000,24.345
4266.227,-12.207,-37.109,280.762,-8.301,48.340,1694053248.000,24.349
4266.231,0.000,-38.086,438.477,3.906,399.414,1694053248.000,24.353
4266.235,-29.297,-35.645,-133.789,-108.398,-54.199,1694053248.000,24.357
4266.239,-36.621,-30.762,-421.387,-132.812,-519.531,1694053248.000,24.361
4266.243,-25.391,-37.109,-77.637,-39.551,-460.449,1694053248.000,24.365
4266.247,-26.367,-43.457,316.406,-22.949,-12.695,1694053248.000,24.369
4266.251,-12.695,-41.016,363.770,-7.812,519.043,1694053248.000,24.373
4266.254,-19.531,-36.133,-130.859,-38.574,115.723,1694053248.000,24.377
4266.258,-34.180,-35.156,-453.125,-93.750,-435.059,1694053248.000,24.381
4266.262,-32.715,-40.527,-260.254,-98.145,-422.852,1694053248.000,24.384
