timestamps,TP9,AF7,AF8,TP10,Right AUX,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
4253.243,-45.898,-21.484,186.523,-7.324,-141.602,1694053248.000,11.365
4253.247,-37.598,-20.020,221.680,-11.719,-130.859,1694053248.000,11.369
4253.251,-41.016,-19.043,-78.613,-38.086,-90.332,1694053248.000,11.373
4253.254,-46.387,-42.480,-408.203,-48.828,-75.195,1694053248.000,11.377
4253.258,-37.109,-65.430,-263.672,-36.621,-32.715,1694053248.000,11.381
4253.262,-29.297,-71.289,62.012,-20.996,64.941,1694053248.000,11.385
4253.266,-44.434,-83.496,-27.344,-11.230,142.090,1694053248.000,11.389
4253.270,-47.363,-84.473,-591.309,-7.324,349.609,1694053248.000,11.392
4253.274,-44.922,-82.520,-569.336,-22.461,152.832,1694053248.000,11.396
4253.278,-41.992,-85.449,-135.742,-19.531,-149.414,1694053248.000,11.400
4253.282,-32.715,-82.520,18.066,-3.906,-89.355,1694053248.000,11.404
4253.286,-29.297,-79.590,151.367,-25.879,-79.102,1694053248.000,11.408
4253.305,-31.250,-71.777,158.691,-37.598,-115.723,1694053248.000,11.427
4253.309,-32.227,-62.988,-290.039,-37.598,-132.812,1694053248.000,11.431
4253.312,-37.598,-57.129,-345.703,-29.297,-99.609,1694053248.000,11.435
4253.316,-41.016,-56.641,88.379,-23.438,-70.312,1694053248.000,11.439
4253.320,-39.551,-55.664,255.371,-25.391,-63.965,1694053248.000,11.443
4253.324,-45.410,-56.152,-38.086,-27.832,-14.648,1694053248.000,11.447
4253.328,-42.480,-60.059,-513.184,-29.297,161.133,1694053248.000,11.451
4253.332,-46.875,-63.965,-375.000,-25.879,123.047,1694053248.000,11.454
4253.336,-63.965,-74.707,-68.848,-22.949,-47.363,1694053248.000,11.458
4253.340,-68.359,-82.031,3.906,-38.574,-25.391,1694053248.000,11.462
4253.344,-70.801,-85.938,-133.301,-39.551,49.805,1694053248.000,11.466
4253.348,-72.266,-91.309,-325.195,-58.105,-54.199,1694053248.000,11.470
4253.333,-73.730,-105.957,-287.598,-56.152,-143.555,1694053248.000,11.455
4253.337,-65.918,-120.117,-53.711,-32.715,-65.430,1694053248.000,11.459
4253.341,-59.570,-128.906,97.168,-42.969,-60.059,1694053248.000,11.463
4253.345,-62.012,-145.020,153.320,-38.574,-146.973,1694053248.000,11.467
4253.349,-62.500,-163.574,-260.254,-47.363,-120.605,1694053248.000,11.471
4253.353,-55.176,-172.852,-498.535,-50.293,12.207,1694053248.000,11.475
4253.356,-47.852,-178.223,-241.699,-39.551,40.527,1694053248.000,11.479
4253.360,-56.152,-187.500,28.320,-33.691,-25.391,1694053248.000,11.482
4253.364,-60.547,-189.453,189.941,-50.293,-136.230,1694053248.000,11.486
4253.368,-65.430,-191.406,-374.512,-56.641,-37.598,1694053248.000,11.490
4253.372,-65.918,-203.125,-748.535,-43.457,239.746,1694053248.000,11.494
4253.376,-62.988,-208.496,-129.883,-38.086,37.598,1694053248.000,11.498
4253.381,-59.082,-203.613,179.199,-37.109,-168.945,1694053248.000,11.504
4253.385,-44.434,-192.383,7.812,-27.832,-15.625,1694053248.000,11.508
4253.389,-42.480,-187.012,-214.355,-43.945,-13.672,1694053248.000,11.512
4253.393,-52.734,-184.082,-336.914,-47.852,-123.535,1694053248.000,11.516
4253.397,-51.758,-178.223,-102.051,-18.555,-143.066,1694053248.000,11.520
4253.401,-44.434,-174.805,-47.363,-13.672,-34.668,1694053248.000,11.524
4253.405,-50.293,-166.504,16.602,-20.020,54.688,1694053248.000,11.528
4253.409,-58.105,-156.250,-39.551,-37.598,-74.219,1694053248.000,11.531
4253.413,-53.711,-150.879,-449.707,-52.734,-142.090,1694053248.000,11.535
4253.417,-60.059,-140.137,-399.902,-43.457,38.574,1694053248.000,11.539
4253.420,-57.129,-128.906,51.758,-29.297,-17.578,1694053248.000,11.543
4253.424,-54.688,-131.348,260.254,-24.902,-139.648,1694053248.000,11.547
4253.439,-50.781,-137.695,-119.141,-23.438,-38.574,1694053248.000,11.562
4253.443,-53.711,-147.949,-546.875,-25.391,16.113,1694053248.000,11.566
4253.447,-65.430,-155.273,-243.164,-32.715,-18.066,1694053248.000,11.570
4253.451,-56.641,-158.691,189.941,-34.180,-101.562,1694053248.000,11.574
4253.455,-49.316,-162.598,-9.277,-27.344,54.199,1694053248.000,11.578
4253.459,-57.129,-159.180,-468.262,-25.879,336.914,1694053248.000,11.582
4253.463,-64.453,-156.250,-464.844,-37.109,156.738,1694053248.000,11.586
4253.466,-69.824,-148.438,-232.422,-40.527,-128.418,1694053248.000,11.589
4253.470,-60.547,-143.555,-251.465,-20.508,0.000,1694053248.000,11.593
4253.474,-57.617,-150.391,-146.484,-16.113,97.168,1694053248.000,11.597
4253.478,-63.965,-149.414,172.363,-37.598,-99.609,1694053248.000,11.601
4253.482,-58.105,-145.996,-258.789,-51.758,-128.906,1694053248.000,11.605
4253.485,-60.547,-142.578,-353.027,-43.945,-67.383,1694053248.000,11.607
4253.489,-55.664,-141.602,87.891,-31.738,-69.824,1694053248.000,11.611
4253.493,-48.340,-134.277,257.812,-32.715,-95.703,1694053248.000,11.615
4253.497,-45.898,-121.582,94.238,-34.180,-72.754,1694053248.000,11.619
4253.500,-48.828,-119.141,-304.688,-47.852,2.441,1694053248.000,11.623
4253.504,-53.711,-114.746,-371.094,-48.828,-1.465,1694053248.000,11.627
4253.508,-46.875,-112.793,-61.035,-37.598,-0.977,1694053248.000,11.631
4253.512,-43.945,-116.699,162.598,-35.645,-43.945,1694053248.000,11.634
4253.516,-52.734,-122.070,-269.043,-23.926,148.926,1694053248.000,11.638
4253.520,-56.152,-117.676,-534.180,-39.551,175.781,1694053248.000,11.642
4253.524,-51.270,-112.305,-213.867,-54.199,-132.812,1694053248.000,11.646
4253.528,-43.457,-107.910,-47.852,-34.668,-79.590,1694053248.000,11.650
4253.528,-37.598,-106.934,123.047,-17.578,-45.410,1694053248.000,11.650
4253.532,-37.598,-109.863,232.422,-35.156,-139.648,1694053248.000,11.654
4253.536,-55.176,-109.375,-54.199,-67.383,-112.305,1694053248.000,11.658
4253.540,-55.664,-109.863,-335.449,-55.176,-76.172,1694053248.000,11.662
4253.543,-39.551,-106.445,-73.730,-29.297,-56.641,1694053248.000,11.666
4253.547,-41.504,-103.516,112.305,-29.297,-28.320,1694053248.000,11.670
4253.551,-43.945,-97.656,130.371,-34.180,-8.301,1694053248.000,11.674
4253.555,-46.387,-92.773,-267.090,-44.922,190.918,1694053248.000,11.677
4253.559,-54.199,-82.031,-750.000,-47.852,406.250,1694053248.000,11.681
4253.563,-54.688,-71.289,-208.496,-41.016,182.129,1694053248.000,11.685
4253.567,-48.828,-72.266,241.699,-39.062,-115.723,1694053248.000,11.689
4253.571,-38.086,-80.078,198.242,-28.320,-113.281,1694053248.000,11.693
4253.590,-40.039,-83.984,72.266,-44.922,-122.070,1694053248.000,11.712
4253.594,-52.246,-84.473,-232.910,-61.035,-194.336,1694053248.000,11.716
4253.598,-38.574,-87.402,-64.941,-36.621,-143.555,1694053248.000,11.720
4253.602,-25.391,-85.449,150.879,-26.367,-82.031,1694053248.000,11.724
4253.605,-31.738,-85.449,215.332,-26.367,-113.770,1694053248.000,11.728
4253.609,-36.621,-85.938,-55.664,-29.297,-99.121,1694053248.000,11.732
4253.613,-32.227,-74.219,-418.945,-34.180,-85.938,1694053248.000,11.736
4253.617,-29.785,-69.336,-397.461,-23.438,89.844,1694053248.000,11.739
4253.621,-27.344,-70.801,-63.965,-26.367,57.617,1694053248.000,11.743
4253.625,-38.574,-70.312,239.746,-27.344,-183.594,1694053248.000,11.747
4253.629,-46.387,-72.266,-138.184,-29.297,-107.422,1694053248.000,11.751
4253.633,-41.992,-70.801,-498.047,-56.641,-28.320,1694053248.000,11.755
4253.618,-54.688,-71.289,-46.387,-63.477,-98.633,1694053248.000,11.740
4253.622,-46.387,-76.172,231.934,-59.082,-132.812,1694053248.000,11.744
4253.626,-44.434,-79.102,101.074,-46.387,-66.895,1694053248.000,11.748
4253.629,-61.035,-83.496,18.555,-42.969,-65.430,1694053248.000,11.752
4253.633,-63.965,-81.055,-274.902,-53.223,-74.707,1694053248.000,11.756
4253.637,-61.523,-77.148,-307.617,-49.805,-39.062,1694053248.000,11.760
4253.641,-60.547,-76.660,-183.105,-46.387,42.969,1694053248.000,11.764
4253.645,-57.129,-68.848,-13.184,-51.758,21.973,1694053248.000,11.767
4253.649,-62.500,-63.477,148.438,-60.059,-106.934,1694053248.000,11.771
4253.653,-71.777,-71.289,-203.613,-74.707,-114.746,1694053248.000,11.775
4253.657,-66.406,-72.266,-496.094,-62.988,57.617,1694053248.000,11.779
4253.661,-66.406,-65.918,-406.738,-38.086,245.117,1694053248.000,11.783
4253.666,-61.523,-62.500,49.805,-47.852,56.152,1694053248.000,11.788
4253.670,-59.082,-62.012,99.609,-59.082,-81.055,1694053248.000,11.792
4253.674,-65.918,-63.477,-341.309,-63.965,-67.871,1694053248.000,11.796
4253.678,-61.523,-62.500,-294.922,-73.730,-80.566,1694053248.000,11.800
4253.682,-58.105,-63.477,88.379,-72.266,-133.789,1694053248.000,11.804
4253.686,-56.641,-62.012,120.605,-57.129,-92.285,1694053248.000,11.808
4253.689,-61.523,-55.664,-108.887,-44.434,145.508,1694053248.000,11.812
4253.693,-72.754,-51.270,-330.566,-55.176,70.801,1694053248.000,11.815
4253.697,-67.383,-47.363,-284.668,-63.477,-166.504,1694053248.000,11.819
4253.701,-51.758,-43.457,-116.699,-49.316,-118.164,1694053248.000,11.823
4253.705,-36.133,-41.016,-11.719,-38.086,-54.688,1694053248.000,11.827
4253.709,-39.551,-45.898,174.316,-44.434,-106.445,1694053248.000,11.831
4253.708,-48.828,-57.617,-90.332,-57.617,-170.410,1694053248.000,11.831
4253.712,-50.293,-56.152,-458.008,-62.500,-95.703,1694053248.000,11.835
4253.716,-57.617,-52.246,-155.762,-55.176,-51.758,1694053248.000,11.839
4253.720,-64.941,-59.082,115.234,-40.039,-65.430,1694053248.000,11.843
4253.724,-62.500,-67.871,68.359,-44.922,-33.691,1694053248.000,11.847
4253.728,-55.176,-81.055,-354.004,-66.895,105.469,1694053248.000,11.851
4253.732,-52.734,-78.613,-806.641,-65.430,407.227,1694053248.000,11.855
4253.736,-65.918,-61.523,-384.766,-51.758,223.633,1694053248.000,11.858
4253.740,-65.430,-68.359,113.770,-55.664,-169.434,1694053248.000,11.862
4253.743,-48.828,-70.312,45.410,-58.594,-177.246,1694053248.000,11.866
4253.747,-49.316,-62.988,-195.801,-62.500,-138.672,1694053248.000,11.870
4253.751,-59.082,-61.035,-354.004,-70.312,-173.828,1694053248.000,11.874
4253.768,-54.688,-54.199,-180.176,-58.594,-167.969,1694053248.000,11.891
4253.772,-49.805,-53.711,-54.199,-59.082,-67.871,1694053248.000,11.895
4253.776,-47.363,-62.012,109.375,-59.570,-38.086,1694053248.000,11.899
4253.780,-50.293,-82.031,22.949,-53.711,-105.957,1694053248.000,11.903
4253.784,-47.363,-88.867,-413.574,-65.430,-103.516,1694053248.000,11.907
4253.788,-45.410,-82.520,-342.773,-60.059,30.762,1694053248.000,11.911
4253.792,-52.246,-77.148,-6.348,-46.875,71.289,1694053248.000,11.915
4253.796,-51.270,-78.125,128.418,-42.969,-17.578,1694053248.000,11.918
4253.800,-53.711,-83.008,-108.398,-47.852,-41.016,1694053248.000,11.922
4253.804,-49.805,-83.008,-666.504,-47.852,141.113,1694053248.000,11.926
4253.808,-43.945,-75.684,-397.949,-41.504,100.098,1694053248.000,11.930
4253.811,-38.086,-76.660,191.895,-37.109,-122.070,1694053248.000,11.934
4253.813,-36.621,-81.543,126.465,-37.598,-63.965,1694053248.000,11.935
4253.817,-34.180,-81.543,-4.883,-38.574,-53.223,1694053248.000,11.939
4253.821,-35.645,-92.773,-256.348,-37.109,-108.398,1694053248.000,11.943
4253.825,-50.293,-103.027,-249.023,-39.062,-174.805,1694053248.000,11.947
4253.828,-44.922,-103.027,-145.996,-28.320,17.090,1694053248.000,11.951
4253.832,-39.062,-94.727,-190.918,-26.367,156.250,1694053248.000,11.955
4253.836,-49.805,-92.773,-36.133,-38.086,-7.812,1694053248.000,11.959
4253.840,-48.828,-76.660,-307.617,-44.922,-132.324,1694053248.000,11.962
4253.844,-41.016,-57.129,-511.230,-40.527,-32.227,1694053248.000,11.966
4253.848,-38.086,-49.805,-476.074,-33.203,301.758,1694053248.000,11.970
4253.852,-31.250,-49.805,-17.578,-31.250,71.777,1694053248.000,11.974
4253.856,-27.832,-54.199,194.336,-30.762,-157.227,1694053248.000,11.978
4253.860,-52.734,-51.270,-274.414,-62.012,-123.047,1694053248.000,11.982
4253.864,-60.547,-55.176,-345.215,-78.613,-163.086,1694053248.000,11.986
4253.867,-61.035,-48.828,68.359,-67.383,-159.668,1694053248.000,11.990
4253.871,-48.340,-58.105,179.688,-60.547,-119.629,1694053248.000,11.994
4253.875,-40.039,-91.797,88.379,-60.059,-83.496,1694053248.000,11.998
4253.879,-54.199,-102.539,-215.332,-62.988,-41.992,1694053248.000,12.002
4253.883,-44.922,-105.469,-407.227,-54.688,-28.320,1694053248.000,12.006
4253.887,-36.133,-107.910,-144.531,-48.828,-66.406,1694053248.000,12.009
4253.891,-37.598,-107.422,-204.102,-41.504,140.625,1694053248.000,12.013
4253.895,-42.480,-103.027,7.812,-47.363,126.953,1694053248.000,12.017
4253.899,-40.527,-98.633,16.602,-69.824,-137.207,1694053248.000,12.021
4253.903,-40.039,-90.332,-465.332,-53.223,-42.969,1694053248.000,12.025
4253.903,-35.645,-81.543,-157.227,-32.715,57.617,1694053248.000,12.025
4253.907,-35.645,-73.242,227.051,-41.992,-75.684,1694053248.000,12.029
4253.911,-42.969,-70.801,247.070,-44.434,-110.352,1694053248.000,12.033
4253.915,-41.504,-75.684,-149.414,-53.711,-60.059,1694053248.000,12.037
4253.919,-39.062,-84.961,-496.582,-65.430,0.000,1694053248.000,12.041
4253.923,-38.574,-82.520,-187.012,-62.500,30.762,1694053248.000,12.045
4253.926,-32.227,-76.660,113.770,-48.340,-2.441,1694053248.000,12.049
4253.930,-25.879,-77.637,-29.297,-43.457,70.801,1694053248.000,12.052
4253.934,-31.250,-74.707,-559.082,-53.711,248.535,1694053248.000,12.056
4253.938,-31.250,-65.918,-471.680,-57.617,54.688,1694053248.000,12.060
4253.942,-27.832,-60.547,-16.113,-54.199,-162.109,1694053248.000,12.064
4253.946,-27.832,-57.617,175.293,-53.711,-118.164,1694053248.000,12.068
4253.950,-19.531,-54.199,221.680,-49.316,-95.215,1694053248.000,12.072
4253.953,-28.809,-56.152,106.445,-49.805,-134.766,1694053248.000,12.076
4253.957,-30.273,-56.152,-291.992,-54.199,-143.555,1694053248.000,12.080
4253.961,-33.691,-54.688,-311.035,-47.363,-45.898,1694053248.000,12.084
4253.965,-52.246,-54.199,80.078,-46.387,-83.496,1694053248.000,12.088
4253.969,-61.035,-55.176,220.215,-50.293,-98.145,1694053248.000,12.092
4253.973,-59.082,-50.781,-57.129,-57.129,-21.484,1694053248.000,12.096
4253.977,-44.434,-41.504,-569.824,-48.828,126.465,1694053248.000,12.099
4253.981,-49.316,-44.434,-240.723,-50.293,69.824,1694053248.000,12.103
4253.985,-48.828,-46.875,257.812,-47.852,-143.066,1694053248.000,12.107
4253.989,-25.391,-41.016,151.855,-24.902,-104.004,1694053248.000,12.111
4253.993,-28.809,-41.504,64.941,-37.598,-80.566,1694053248.000,12.115
4253.993,-43.457,-43.945,-190.430,-70.312,-127.930,1694053248.000,12.115
4253.997,-37.109,-42.969,-188.965,-56.641,-144.043,1694053248.000,12.119
4254.001,-33.691,-44.922,64.941,-54.199,-53.223,1694053248.000,12.123
4254.004,-35.156,-47.852,144.043,-50.293,-32.715,1694053248.000,12.127
4254.008,-36.133,-53.711,79.590,-44.922,-59.082,1694053248.000,12.131
4254.012,-52.734,-60.547,-291.016,-69.336,-46.875,1694053248.000,12.135
4254.016,-45.410,-61.035,-455.078,-61.523,100.098,1694053248.000,12.139
4254.020,-22.461,-54.688,-512.207,-27.344,403.320,1694053248.000,12.142
4254.024,-23.438,-26.855,-122.070,-42.480,222.656,1694053248.000,12.146
4254.028,-35.645,-9.277,201.172,-56.641,-112.793,1694053248.000,12.150
4254.032,-39.551,-23.438,-259.277,-53.711,-113.281,1694053248.000,12.154
4254.036,-26.367,-34.180,-281.738,-53.223,-58.594,1694053248.000,12.158
4254.040,-36.133,-39.062,141.113,-45.410,-78.613,1694053248.000,12.162
4254.044,-37.109,-43.457,168.945,-60.059,-104.492,1694053248.000,12.166
4254.047,-33.203,-45.410,113.770,-60.547,-99.609,1694053248.000,12.170
4254.051,-53.711,-43.457,-83.008,-48.828,-129.395,1694053248.000,12.174
4254.055,-41.992,-36.133,-336.426,-53.711,-135.742,1694053248.000,12.178
4254.059,-36.621,-36.621,-151.855,-41.504,-30.273,1694053248.000,12.182
4254.063,-30.762,-35.645,-260.742,-18.066,169.922,1694053248.000,12.186
4254.067,-24.414,-29.297,-110.840,-47.363,101.074,1694053248.000,12.189
4254.071,-31.250,-35.645,-59.082,-65.918,-108.398,1694053248.000,12.193
4254.075,-41.504,-40.527,-497.070,-61.523,-114.746,1694053248.000,12.197
4254.079,-60.059,-37.109,-185.059,-52.734,-75.684,1694053248.000,12.201
4254.083,-53.711,-41.992,189.941,-66.895,-134.277,1694053248.000,12.205
4254.083,-36.133,-41.992,248.535,-71.289,-138.672,1694053248.000,12.205
4254.087,-27.832,-43.945,-94.238,-47.852,-16.113,1694053248.000,12.209
4254.091,-36.133,-49.316,-442.871,-69.824,-7.324,1694053248.000,12.213
4254.095,-53.711,-38.574,-34.180,-82.031,-79.590,1694053248.000,12.217
4254.099,-41.992,-31.250,155.762,-45.898,-60.547,1694053248.000,12.221
4254.103,-26.855,-27.832,-102.539,-39.551,159.668,1694053248.000,12.225
4254.106,-27.832,-31.738,-430.664,-37.598,335.938,1694053248.000,12.229
4254.110,-33.203,-25.879,-381.348,-41.992,100.098,1694053248.000,12.232
4254.114,-38.086,-24.902,1.465,-53.711,-115.723,1694053248.000,12.236
4254.118,-26.367,-33.203,20.996,-29.297,-20.996,1694053248.000,12.240
4254.122,-19.043,-29.297,29.785,-56.641,3.906,1694053248.000,12.244
4254.126,-21.484,-28.809,44.434,-60.547,-38.574,1694053248.000,12.248
4254.143,-14.160,-31.250,-337.891,-31.738,-85.449,1694053248.000,12.266
4254.147,-30.273,-24.414,-333.984,-43.457,-75.684,1694053248.000,12.270
4254.151,-33.691,-32.715,67.871,-55.176,-62.988,1694053248.000,12.274
4254.155,-13.184,-43.457,251.953,-34.668,-117.188,1694053248.000,12.278
4254.159,-16.113,-43.945,43.457,-7.812,-116.699,1694053248.000,12.282
4254.163,-29.297,-46.387,-358.398,-53.223,-66.895,1694053248.000,12.286
4254.167,-34.668,-40.039,-334.473,-50.293,21.973,1694053248.000,12.290
4254.171,-34.180,-36.133,55.664,-20.996,-23.438,1694053248.000,12.293
4254.175,-32.227,-29.297,145.996,-52.734,-106.934,1694053248.000,12.297
4254.179,-34.668,-16.602,-195.801,-58.594,25.879,1694053248.000,12.301
4254.182,-47.852,-7.324,-354.004,-57.129,-53.711,1694053248.000,12.305
4254.186,-32.227,-5.371,-183.105,-46.875,-197.266,1694053248.000,12.309
4254.189,-30.273,-20.996,16.602,-35.156,-104.004,1694053248.000,12.311
4254.193,-37.598,-33.691,77.637,-36.621,-40.039,1694053248.000,12.315
4254.197,-43.945,-34.180,144.531,-43.945,-69.336,1694053248.000,12.319
4254.201,-46.875,-29.297,-78.613,-38.086,-153.320,1694053248.000,12.323
4254.205,-36.133,-29.297,-436.035,-27.832,-29.785,1694053248.000,12.327
4254.209,-34.668,-29.297,-381.836,-39.551,165.527,1694053248.000,12.331
4254.212,-41.992,-28.320,25.391,-34.668,12.207,1694053248.000,12.335
4254.216,-40.039,-28.320,178.711,-22.461,-113.281,1694053248.000,12.338
4254.220,-43.457,-33.691,-362.793,-48.828,-9.277,1694053248.000,12.342
4254.224,-45.898,-36.133,-572.754,-24.902,132.324,1694053248.000,12.346
4254.228,-38.086,-34.668,71.289,-30.273,-66.406,1694053248.000,12.350
4254.232,-39.062,-34.668,202.637,-70.801,-185.547,1694053248.000,12.354
4254.250,-42.969,-41.016,182.617,-46.875,-118.164,1694053248.000,12.372
4254.254,-26.367,-46.875,-19.531,-16.602,-131.348,1694053248.000,12.376
4254.257,-25.391,-39.062,-280.762,-31.738,-174.316,1694053248.000,12.380
4254.261,-32.227,-38.086,-29.297,-42.969,-172.852,1694053248.000,12.384
4254.265,-37.598,-41.016,100.098,-33.203,-62.500,1694053248.000,12.388
4254.269,-33.203,-35.645,134.277,-22.949,20.508,1694053248.000,12.392
4254.273,-32.227,-39.062,-119.141,-22.461,-10.742,1694053248.000,12.396
4254.277,-41.504,-38.086,-385.742,-41.504,-89.355,1694053248.000,12.399
4254.281,-34.668,-34.668,-448.242,-40.527,101.562,1694053248.000,12.403
4254.285,-30.273,-30.273,-184.570,-30.762,195.801,1694053248.000,12.407
4254.289,-26.855,-31.738,323.730,-30.762,-74.707,1694053248.000,12.411
4254.293,-20.020,-34.180,-58.594,-14.648,-69.336,1694053248.000,12.415
4254.278,-35.156,-28.320,-431.152,-44.434,-35.645,1694053248.000,12.400
4254.282,-42.480,-30.273,4.883,-52.734,-89.844,1694053248.000,12.404
4254.286,-24.902,-29.297,235.840,-22.949,-111.328,1694053248.000,12.408
4254.289,-31.250,-26.855,139.648,-21.973,-55.664,1694053248.000,12.412
4254.293,-39.551,-25.879,-104.492,-25.391,-12.207,1694053248.000,12.416
4254.297,-40.527,-24.902,-359.863,-52.734,-54.688,1694053248.000,12.420
4254.301,-40.527,-21.484,-228.027,-47.852,-23.438,1694053248.000,12.424
4254.305,-28.809,-20.020,-115.234,-28.320,79.102,1694053248.000,12.427
4254.309,-32.715,-22.949,69.824,-39.062,35.645,1694053248.000,12.431
4254.313,-34.668,-20.020,163.086,-22.461,-62.500,1694053248.000,12.435
4254.317,-37.598,-19.043,-183.594,-40.527,-112.305,1694053248.000,12.439
4254.321,-41.992,-20.996,-386.719,-54.199,-3.906,1694053248.000,12.443
4254.325,-30.273,-21.484,-465.332,-25.391,312.012,1694053248.000,12.447
4254.328,-33.691,-23.926,-104.492,-27.832,160.645,1694053248.000,12.451
4254.332,-33.203,-28.320,170.410,-23.438,-77.148,1694053248.000,12.455
4254.336,-33.691,-27.832,-238.281,-51.758,-71.777,1694053248.000,12.459
4254.340,-38.574,-30.762,-210.449,-66.406,-123.047,1694053248.000,12.463
4254.344,-30.762,-28.809,80.078,-38.086,-124.023,1694053248.000,12.467
4254.348,-27.344,-25.879,188.477,-46.875,-50.781,1694053248.000,12.471
4254.352,-28.809,-25.879,-154.785,-30.273,171.387,1694053248.000,12.474
4254.356,-37.109,-27.344,-423.340,-37.109,73.730,1694053248.000,12.478
4254.360,-38.574,-29.297,-187.500,-46.875,-145.508,1694053248.000,12.482
4254.364,-39.062,-33.691,-53.711,-25.879,23.926,1694053248.000,12.486
4254.367,-34.668,-37.598,31.250,-32.227,97.168,1694053248.000,12.490
4254.368,-28.809,-40.039,195.312,-35.645,-73.730,1694053248.000,12.490
4254.372,-33.203,-41.992,-57.617,-37.598,-145.020,1694053248.000,12.494
4254.376,-41.016,-42.969,-354.492,-60.059,-74.219,1694053248.000,12.498
4254.379,-37.109,-43.945,-53.711,-55.176,-68.848,1694053248.000,12.502
4254.383,-27.832,-47.363,164.551,-40.039,-99.609,1694053248.000,12.506
4254.387,-34.180,-47.852,116.699,-38.086,-85.938,1694053248.000,12.510
4254.391,-35.156,-49.316,-320.312,-47.363,80.566,1694053248.000,12.514
4254.395,-31.250,-50.781,-711.914,-52.734,377.930,1694053248.000,12.517
4254.399,-31.250,-52.734,-129.395,-33.203,131.836,1694053248.000,12.521
4254.403,-36.133,-63.477,222.656,-53.711,-152.344,1694053248.000,12.525
4254.407,-38.086,-67.383,142.578,-70.312,-115.234,1694053248.000,12.529
4254.411,-32.715,-61.035,-63.477,-56.152,-126.465,1694053248.000,12.533
4254.416,-34.668,-60.059,-329.590,-47.852,-142.090,1694053248.000,12.539
4254.420,-31.738,-64.453,-139.648,-25.391,-83.984,1694053248.000,12.543
4254.424,-29.297,-66.895,-51.270,-43.945,-1.465,1694053248.000,12.547
4254.428,-41.992,-68.848,97.168,-61.035,-58.105,1694053248.000,12.551
4254.432,-45.410,-66.406,9.766,-57.617,-158.203,1694053248.000,12.555
4254.436,-40.527,-61.035,-378.906,-71.777,-87.891,1694053248.000,12.559
4254.440,-31.738,-59.570,-318.848,-58.105,154.785,1694053248.000,12.563
4254.443,-15.137,-53.711,39.062,-27.344,92.773,1694053248.000,12.566
4254.447,-13.672,-47.363,281.738,-16.602,-144.531,1694053248.000,12.570
4254.451,-41.504,-52.246,-99.121,-38.574,-121.094,1694053248.000,12.574
4254.455,-69.336,-54.688,-481.445,-66.895,-24.902,1694053248.000,12.578
4254.459,-66.406,-49.316,-62.500,-75.195,-76.172,1694053248.000,12.582
4254.458,-72.266,-50.781,214.355,-85.938,-135.254,1694053248.000,12.581
4254.462,-96.680,-57.617,90.820,-121.094,-76.660,1694053248.000,12.585
4254.466,-106.445,-56.641,-12.695,-129.883,-41.504,1694053248.000,12.589
4254.470,-113.770,-54.199,-273.926,-117.676,-103.027,1694053248.000,12.593
4254.474,-126.465,-55.664,-294.922,-142.578,-91.309,1694053248.000,12.597
4254.478,-132.812,-52.246,-214.355,-134.766,46.875,1694053248.000,12.601
4254.482,-123.535,-56.152,-473.633,-115.723,372.559,1694053248.000,12.605
4254.485,-125.000,-57.617,-351.562,-138.184,284.668,1694053248.000,12.608
4254.489,-126.953,-54.199,-271.973,-130.859,-101.562,1694053248.000,12.612
4254.493,-116.211,-51.758,-296.387,-123.535,-115.234,1694053248.000,12.616
4254.497,-104.980,-53.223,54.199,-124.023,-137.207,1694053248.000,12.620
4254.501,-91.797,-48.828,251.953,-102.539,-154.785,1694053248.000,12.624
4254.548,-80.078,-40.039,94.238,-98.633,-116.211,1694053248.000,12.670
4254.552,-78.613,-36.621,-286.133,-95.215,-87.891,1694053248.000,12.674
4254.556,-67.383,-34.180,-231.445,-83.984,-93.262,1694053248.000,12.678
4254.560,-60.059,-41.504,121.582,-92.285,-124.512,1694053248.000,12.682
4254.563,-59.082,-45.410,169.922,-87.402,-85.449,1694053248.000,12.686
4254.567,-52.246,-41.504,-85.938,-53.711,-7.324,1694053248.000,12.690
4254.571,-49.805,-37.598,-361.328,-63.477,-9.766,1694053248.000,12.694
4254.575,-42.969,-34.180,-339.355,-76.660,-35.645,1694053248.000,12.697
4254.579,-45.898,-41.016,-123.535,-59.570,-107.910,1694053248.000,12.701
4254.583,-45.410,-45.898,-332.031,-33.691,99.121,1694053248.000,12.705
4254.587,-45.410,-39.551,-197.266,-43.945,128.418,1694053248.000,12.709
4254.591,-53.223,-39.551,-8.301,-73.730,-127.930,1694053248.000,12.713
4254.552,-62.012,-46.875,-389.160,-75.195,-120.605,1694053248.000,12.675
4254.556,-61.035,-44.922,-136.719,-69.824,-96.680,1694053248.000,12.679
4254.560,-51.758,-46.387,213.379,-61.035,-124.512,1694053248.000,12.683
4254.564,-42.480,-48.828,193.848,-50.781,-161.621,1694053248.000,12.687
4254.568,-42.480,-44.434,-286.621,-60.059,-38.086,1694053248.000,12.691
4254.572,-48.340,-45.898,-548.828,-61.523,83.008,1694053248.000,12.695
4254.576,-46.387,-46.875,-165.039,-50.781,6.348,1694053248.000,12.699
4254.580,-41.504,-43.457,42.480,-51.758,-76.172,1694053248.000,12.702
4254.584,-38.574,-46.387,-11.719,-57.129,-27.832,1694053248.000,12.706
