Timestamp,TP9,AF7,AF8,TP10,AUX
2023-10-11 16:06:43.329758,811.5018310546875,804.6520385742188,794.1758422851562,784.908447265625,872.7472534179688
2023-10-11 16:06:43.331324,815.93408203125,807.87548828125,793.7728881835938,784.1025390625,876.3735961914062
2023-10-11 16:06:43.333413,812.3076782226562,807.069580078125,794.1758422851562,781.6849975585938,761.94140625
2023-10-11 16:06:43.336858,805.4578857421875,803.040283203125,794.1758422851562,776.8497924804688,699.89013671875
2023-10-11 16:06:43.339227,809.084228515625,802.6373901367188,792.967041015625,781.2820434570312,736.5567626953125
2023-10-11 16:06:43.341276,813.91943359375,807.069580078125,792.5640869140625,787.3259887695312,795.3846435546875
2023-10-11 16:06:43.343121,799.8168334960938,803.040283203125,796.996337890625,793.7728881835938,774.029296875
2023-10-11 16:06:43.344219,780.4761962890625,799.4139404296875,801.025634765625,803.8461303710938,713.1868286132812
2023-10-11 16:06:43.345281,773.6264038085938,799.4139404296875,799.8168334960938,812.7106323242188,809.4871826171875
2023-10-11 16:06:43.346793,780.879150390625,801.8314819335938,801.8314819335938,815.5311279296875,911.4285888671875
2023-10-11 16:06:43.348808,785.3113403320312,796.1904907226562,800.6226806640625,809.89013671875,772.4176025390625
2023-10-11 16:06:43.351739,776.8497924804688,785.7142944335938,798.2051391601562,809.084228515625,736.5567626953125
2023-10-11 16:06:43.359650,781.2820434570312,789.7435913085938,797.8021850585938,806.6666870117188,787.3259887695312
2023-10-11 16:06:43.360727,790.1465454101562,791.7582397460938,798.6080322265625,803.8461303710938,777.6557006835938
2023-10-11 16:06:43.362136,794.5787353515625,792.967041015625,799.4139404296875,805.4578857421875,810.2930297851562
2023-10-11 16:06:43.371888,798.2051391601562,800.6226806640625,795.3846435546875,805.8607788085938,821.97802734375
2023-10-11 16:06:43.374092,800.6226806640625,803.4432373046875,797.8021850585938,807.4725341796875,847.3626098632812
2023-10-11 16:06:43.375695,794.981689453125,802.6373901367188,798.6080322265625,805.054931640625,889.6703491210938
2023-10-11 16:06:43.377378,790.1465454101562,802.6373901367188,803.040283203125,801.025634765625,824.7985229492188
2023-10-11 16:06:43.378799,801.4285888671875,805.054931640625,810.2930297851562,802.2344360351562,713.1868286132812
2023-10-11 16:06:43.381177,808.6813354492188,803.8461303710938,811.5018310546875,809.084228515625,902.1611938476562
2023-10-11 16:06:43.382811,805.4578857421875,798.6080322265625,811.90478515625,808.6813354492188,967.032958984375
2023-10-11 16:06:43.384861,799.4139404296875,797.8021850585938,810.2930297851562,801.025634765625,716.00732421875
2023-10-11 16:06:43.387315,795.7875366210938,796.996337890625,810.6959838867188,800.6226806640625,720.8424682617188
2023-10-11 16:06:43.397550,793.7728881835938,799.010986328125,809.4871826171875,804.2490844726562,777.2527465820312
2023-10-11 16:06:43.399255,794.981689453125,804.2490844726562,804.6520385742188,804.6520385742188,755.091552734375
2023-10-11 16:06:43.400905,801.025634765625,801.4285888671875,804.2490844726562,807.87548828125,761.1355590820312
2023-10-11 16:06:43.404732,801.8314819335938,798.6080322265625,811.5018310546875,811.5018310546875,810.2930297851562
2023-10-11 16:06:43.406948,799.010986328125,798.2051391601562,809.4871826171875,805.054931640625,781.6849975585938
2023-10-11 16:06:43.408467,806.2637329101562,797.3992919921875,807.069580078125,792.5640869140625,807.4725341796875
2023-10-11 16:06:43.412810,804.2490844726562,802.2344360351562,808.2783813476562,788.1318969726562,889.2673950195312
2023-10-11 16:06:43.414318,797.3992919921875,802.6373901367188,807.069580078125,792.5640869140625,998.4615478515625
2023-10-11 16:06:43.415756,799.010986328125,800.2197875976562,804.2490844726562,799.4139404296875,1026.6666259765625
2023-10-11 16:06:43.420855,789.3406372070312,801.025634765625,802.6373901367188,794.5787353515625,799.4139404296875
2023-10-11 16:06:43.422675,790.1465454101562,796.1904907226562,804.2490844726562,787.3259887695312,689.4139404296875
