Timestamp,TP9,AF7,AF8,TP10
2023-11-16 14:41:23.240943,-61.027813484900165,-5.190279586562854,-4.231841077496616,-27.05192459258524
2023-11-16 14:41:23.241266,41.40495165073891,3.250657768893922,1.9687959261254515,25.56942827817449
2023-11-16 14:41:23.242117,-149.2582842313606,-11.175458217377876,-12.70971106263409,-41.06678403489983
2023-11-16 14:41:23.244990,-148.19239387148494,-10.51557249598078,-14.246754912568868,-24.513348761146705
2023-11-16 14:41:23.246163,8.914922700605496,1.294074735508375,-2.47602753308835,33.33598299513323
2023-11-16 14:41:23.248902,11.882063330194278,0.1584478067572479,0.7451469251181759,3.721567861900212
2023-11-16 14:41:23.251037,-72.92823482966789,-6.18360152963832,-4.797949282291825,-36.26152035663839
2023-11-16 14:41:23.252845,-191.64087518327548,-14.165619581520849,-15.479182346250676,-62.372033360661696
2023-11-16 14:41:23.256126,-59.87809981671323,-4.273362056656624,-6.077842284752032,-9.549983689111723
2023-11-16 14:41:23.258404,2.7598623276145613,0.5582135236245571,-0.1088950949084311,-0.5605427662470874
2023-11-16 14:41:23.261088,-86.05938792150533,-7.754566012816667,-3.907830477213421,-63.02792552023648
2023-11-16 14:41:23.307228,-186.83144346701883,-15.531886538913042,-11.353979752826987,-99.82187478595134
2023-11-16 14:41:23.316979,-109.54076082515589,-7.317001435350982,-11.167009654307144,-14.164673135715743
2023-11-16 14:41:23.319009,-43.89407747720685,-2.995251796210372,-4.738207098462246,-7.981844453783814
2023-11-16 14:41:23.328900,-114.58001646701892,-9.415511057791957,-8.15839554403446,-54.28274774320409
2023-11-16 14:41:23.362517,-130.44253851909738,-8.228074454456102,-13.665598925497736,-9.40106577719478
2023-11-16 14:41:23.364931,-37.77621043905456,-2.5749902323037297,-4.891880330912596,1.5873599220383414
2023-11-16 14:41:23.365871,-53.43090017585176,-4.398846756432414,-4.04813736410781,-26.01221235320309
2023-11-16 14:41:23.369903,-165.17611413058552,-12.730413609724176,-12.297288360521234,-65.06811598895737
2023-11-16 14:41:23.403292,-137.27967326288544,-10.060110425389295,-13.218519191331922,-18.70185855599649
2023-11-16 14:41:23.405620,-7.792397257567797,-1.2736055150770875,-2.4746960878222293,14.05462626476926
2023-11-16 14:41:23.408675,-31.804486125096677,-3.835976255124472,-2.4167100415440657,-18.9994677549496
2023-11-16 14:41:23.412933,-152.42269523836816,-13.191428581462038,-10.612226613230591,-70.54084835431586
