Timestamp,TP9,AF7,AF8,TP10,AUX
2023-12-11 13:29:34.378691,753.8828125,798.2051391601562,791.7582397460938,791.7582397460938,807.4725341796875
2023-12-11 13:29:34.378691,748.2417602539062,806.6666870117188,792.967041015625,782.087890625,629.3773193359375
2023-12-11 13:29:34.380736,758.3150024414062,791.7582397460938,794.1758422851562,783.6996459960938,518.1685180664062
2023-12-11 13:29:34.381677,762.7472534179688,782.4908447265625,790.5494384765625,778.8644409179688,657.5823974609375
2023-12-11 13:29:34.383684,771.2088012695312,777.2527465820312,790.952392578125,791.3552856445312,882.0146484375
2023-12-11 13:29:34.400671,765.1648559570312,778.8644409179688,792.1611938476562,796.996337890625,838.09521484375
2023-12-11 13:29:34.401671,746.2271118164062,786.923095703125,786.923095703125,777.6557006835938,601.5750732421875
2023-12-11 13:29:34.403091,747.4359130859375,789.3406372070312,789.7435913085938,768.3883056640625,480.29302978515625
2023-12-11 13:29:34.404104,775.6410522460938,792.1611938476562,792.5640869140625,774.029296875,683.3699340820312
2023-12-11 13:29:34.405127,776.0439453125,796.5933837890625,792.967041015625,793.3699340820312,873.1502075195312
2023-12-11 13:29:34.406132,749.8534545898438,798.6080322265625,795.3846435546875,789.7435913085938,765.1648559570312
2023-12-11 13:29:34.406132,739.7802124023438,797.8021850585938,794.5787353515625,762.7472534179688,615.2747192382812
2023-12-11 13:29:34.425980,734.1392211914062,792.967041015625,789.7435913085938,761.1355590820312,862.6740112304688
2023-12-11 13:29:34.426981,755.091552734375,790.5494384765625,789.7435913085938,782.4908447265625,1110.4761962890625
2023-12-11 13:29:34.426981,778.8644409179688,789.3406372070312,792.1611938476562,806.2637329101562,1106.4468994140625
2023-12-11 13:29:34.428148,770.0,784.908447265625,792.967041015625,805.054931640625,1092.7471923828125
2023-12-11 13:29:34.428780,749.4505615234375,784.1025390625,799.010986328125,784.908447265625,907.8021850585938
2023-12-11 13:29:34.429410,747.8388061523438,787.3259887695312,798.6080322265625,773.6264038085938,684.1758422851562
2023-12-11 13:29:34.429410,757.5091552734375,781.2820434570312,791.7582397460938,771.2088012695312,734.945068359375
2023-12-11 13:29:34.430425,758.3150024414062,775.2380981445312,787.7289428710938,785.7142944335938,942.4542236328125
2023-12-11 13:29:34.430425,747.8388061523438,782.4908447265625,783.6996459960938,794.981689453125,1015.3846435546875
2023-12-11 13:29:34.431426,726.4835205078125,784.5054931640625,785.3113403320312,771.2088012695312,698.2783813476562
2023-12-11 13:29:34.432432,726.08056640625,786.923095703125,796.5933837890625,758.3150024414062,492.78387451171875
2023-12-11 13:29:34.432432,741.7948608398438,786.1171875,794.1758422851562,770.0,774.4322509765625
2023-12-11 13:29:34.433453,747.8388061523438,778.8644409179688,787.7289428710938,765.970703125,1037.142822265625
2023-12-11 13:29:34.433453,727.6923217773438,777.2527465820312,790.952392578125,748.2417602539062,888.8644409179688
2023-12-11 13:29:34.434427,698.6813354492188,779.2673950195312,789.3406372070312,726.4835205078125,677.7289428710938
2023-12-11 13:29:34.434427,695.054931640625,778.05859375,798.2051391601562,709.96337890625,571.7582397460938
2023-12-11 13:29:34.435427,692.2344360351562,774.4322509765625,804.6520385742188,707.94873046875,607.6190185546875
2023-12-11 13:29:34.435427,694.2490844726562,774.4322509765625,790.5494384765625,705.5311279296875,765.970703125
2023-12-11 13:29:34.436423,701.5018310546875,774.029296875,786.923095703125,720.4395751953125,940.03662109375
2023-12-11 13:29:34.440427,679.7435913085938,767.5823974609375,805.8607788085938,723.6630249023438,872.3442993164062
2023-12-11 13:29:34.440427,657.9853515625,761.94140625,815.93408203125,676.5201416015625,610.03662109375
2023-12-11 13:29:34.441426,654.7619018554688,761.94140625,814.7252807617188,667.2527465820312,583.4432373046875
2023-12-11 13:29:34.442425,646.3003540039062,759.9267578125,826.8131713867188,681.3552856445312,715.2014770507812
2023-12-11 13:29:34.442425,628.1685180664062,761.5384521484375,825.2014770507812,671.6849975585938,1044.798583984375
2023-12-11 13:29:34.445423,620.915771484375,764.7619018554688,813.5164794921875,655.5677490234375,1023.8461303710938
2023-12-11 13:29:34.446426,630.5860595703125,767.9853515625,816.7399291992188,651.1355590820312,626.5567626953125
2023-12-11 13:29:34.446426,632.1978149414062,766.7765502929688,819.5604248046875,645.8974609375,707.5457763671875
2023-12-11 13:29:34.447426,623.7362670898438,766.3735961914062,827.6190185546875,642.6740112304688,860.2564086914062
2023-12-11 13:29:34.447426,606.00732421875,762.7472534179688,833.2600708007812,656.3735961914062,942.05126953125
